,sharePrice_change,percentYearIncrease,percentYearIncrease_change,market_cap,market_cap_change,analystRecommend,analystRecommend_change,totalSentiment,totalSentiment_change,cnnP/S,cnnP/S_change,popularity,popularity_change,relevance,relevance_change,ytdPercent,ytdPercent_change,yahooOutlookLevel,yahooOutlookLevel_change,fair_value,fair_value_change,guruRating,guruRating_change,sector,industry,sectorSuccess,sectorSuccess_change,5-Year EBITDA Growth Rate,5-Year EBITDA Growth Rate_change,Altman Z-Score,Altman Z-Score_change,Beneish M-Score,Beneish M-Score_change,Book Value per Share,Book Value per Share_change,Cash per Share,Cash per Share_change,Dividends per Share,Dividends per Share_change,E10,E10_change,Earnings per Share (Diluted),Earnings per Share (Diluted)_change,EBIT per Share,EBIT per Share_change,EBITDA per Share,EBITDA per Share_change,EPS without NRI,EPS without NRI_change,FFO per Share,FFO per Share_change,Financial Strength,Financial Strength_change,Float Percentage Of Total Shares Outstanding,Float Percentage Of Total Shares Outstanding_change,Free Cash Flow per Share,Free Cash Flow per Share_change,Insider Ownership,Insider Ownership_change,Institutional Ownership,Institutional Ownership_change,Net Cash per Share,Net Cash per Share_change,Net Current Asset Value,Net Current Asset Value_change,Net-Net Working Capital,Net-Net Working Capital_change,Owner Earnings per Share (TTM),Owner Earnings per Share (TTM)_change,Piotroski F-Score,Piotroski F-Score_change,Predictability Rank_change,Profitability Rank,Profitability Rank_change,Quality Rank_change,Revenue per Share,Revenue per Share_change,Scaled Net Operating Assets,Scaled Net Operating Assets_change,Short Interest_change,Short Percentage of Float_change,Tangible Book per Share,Tangible Book per Share_change,Total Debt per Share,Total Debt per Share_change,Valuation Rank_change,YoY EBITDA Growth,YoY EBITDA Growth_change,YoY EPS Growth,YoY EPS Growth_change,YoY Rev. per Sh. Growth,YoY Rev. per Sh. Growth_change,Asset Turnover_change,Buyback Yield %,Buyback Yield %_change,Cash Conversion Cycle,Cash Conversion Cycle_change,COGS-to-Revenue_change,Current Ratio,Current Ratio_change,Days Inventory,Days Inventory_change,Days Payable,Days Payable_change,Days Sales Outstanding,Days Sales Outstanding_change,Debt-to-Asset,Debt-to-Asset_change,Debt-to-EBITDA,Debt-to-EBITDA_change,Debt-to-Equity,Debt-to-Equity_change,Debt-to-Revenue,Debt-to-Revenue_change,Earnings Yield %,Earnings Yield %_change,Earnings Yield (Joel Greenblatt) %,Earnings Yield (Joel Greenblatt) %_change,Effective Interest Rate on Debt %,Effective Interest Rate on Debt %_change,Equity-to-Asset,Equity-to-Asset_change,EV-to-EBIT,EV-to-EBIT_change,EV-to-EBITDA,EV-to-EBITDA_change,EV-to-Revenue,EV-to-Revenue_change,Forward PE Ratio,Forward PE Ratio_change,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_change,Goodwill-to-Asset,Goodwill-to-Asset_change,Gross-Profit-to-Asset %,Gross-Profit-to-Asset %_change,Inventory Turnover,Inventory Turnover_change,Inventory-to-Revenue,Inventory-to-Revenue_change,LT-Debt-to-Total-Asset,LT-Debt-to-Total-Asset_change,PB Ratio,PB Ratio_change,PE Ratio,PE Ratio_change,PE Ratio without NRI,PE Ratio without NRI_change,PEG Ratio,PEG Ratio_change,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_change,Price-to-Funds-From-Operations,Price-to-Funds-From-Operations_change,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_change,Price-to-Owner-Earnings,Price-to-Owner-Earnings_change,Price-to-Tangible-Book,Price-to-Tangible-Book_change,PS Ratio,PS Ratio_change,Quick Ratio,Quick Ratio_change,Return-on-Tangible-Asset,Return-on-Tangible-Asset_change,ROA %,ROA %_change,ROC %,ROC %_change,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_change,ROCE %,ROCE %_change,ROE %,ROE %_change,ROE % Adjusted to Book Value,ROE % Adjusted to Book Value_change,ROIC %,ROIC %_change,Shares Buyback Ratio %,Shares Buyback Ratio %_change,Shiller PE Ratio,Shiller PE Ratio_change,Short Ratio_change,Sloan Ratio %,Sloan Ratio %_change,WACC %,WACC %_change,FCF Margin %,FCF Margin %_change,Gross Margin %,Gross Margin %_change,Net Interest Margin (Bank Only) %,Net Interest Margin (Bank Only) %_change,Net Margin %,Net Margin %_change,Operating Margin %,Operating Margin %_change,s&p_change
ALTG,-0.06075288855758476,-0.07686212361,0.05784469092058881,413955000,0.0,6.0,0.0,0.08267882832000001,-0.17425069769314286,0.3,0.0,-0.9333333333,0.5,68,0.030303030303030304,27.73,-0.20816676185037128,0,0.0,-1,-0.0,0.0,0.0,8,8,13,0.0,0.0,0.0,1.34,-0.02898550724637668,0.0,0.0,5.23,0.0,0.04,0.0,0.0,0.0,0.0,0.0,-1.13,-0.0,-0.47,-0.0,2.37,0.0,-1.13,-0.0,0.0,0.0,3,0.0,53.59,0.0,-4.48,-0.0,26.25,0.0,29.2,0.0,-19.59,-0.0,-6.92,-0.0,-12.33,-0.0,0.0,0.0,3.0,0.0,0,2,1.0,0,33.32,0.0,0.88,0.0,0,0,3.54,0.0,15.36,0.0,0,993.18,0.0,-931.41,-0.0,0.0,0.0,0.0,0.5,0.08695652173913039,111.76,0.0,0.0,0.88,0.0,95.07,0.0,25.71,0.0,42.4,0.0,0.62,0.0,4.99,0.0,2.94,0.0,0.41,0.0,0.0,0.0,-0.9,-0.0,5.41,0.0,0.21,0.0,-123.81,-0.036423067943030636,12.35,-0.03590944574551139,0.96,-0.040000000000000036,0.0,0.0,0.0,0.0,0.03,0.0,35.63,0.0,0.96,0.0,0.8,0.0,0.19,0.0,2.44,-0.07575757575757582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,-0.07455012853470437,0.38,-0.07317073170731701,0.35,0.0,-1.9,-0.0,-1.77,-0.0,-0.15,-0.0,-0.21,-0.0,-0.4,-0.0,-9.43,-0.0,-4.99,-0.0,-0.15,-0.0,-62.87,-0.0,0.0,0.0,0,32.02,0.0,6.31,-0.01560062402496108,-0.39,-0.0,22.97,0.0,0.0,0.0,-1.14,-0.0,-0.18,-0.0,0.016130646275355952
ABC,0.030575155013897824,1.695430068,0.004358537219995063,24681000000,0.025767840073147415,13.07669683,0.02740233388889878,0.07062317352000001,-0.11135095800373061,0.1,0.0,1.975549732,0.0,148,0.0,24.25,0.21981891348088536,3,3.0,-1,-0.0,1.0,0.0,8,70,13,0.0,0.0,0.0,4.23,0.002369668246445658,-2.25,-0.0,-3.41,-0.0,23.89,0.0,1.7,0.0,1.39,0.0,-15.88,-0.0,-23.81,-0.0,-21.85,-0.0,-15.88,-0.0,0.0,0.0,6,0.0,72.0,0.0,12.64,0.0,2.09,0.0,72.04,0.0,-203.49,-0.0,-57.86,-0.0,-116.75,-0.0,11.03,0.0,6.0,0.0,0,6,0.0,0,944.97,0.0,-0.04,-0.0,0,0,-45.28,-0.0,18.08,0.0,0,75.79,0.0,101.11,0.0,10.1,0.0,0.0,1.11,-0.026315789473684043,-10.23,-0.0,0.0,0.99,0.0,23.02,0.0,58.21,0.0,24.96,0.0,0.08,0.0,1.39,0.0,-5.31,-0.0,0.02,0.0,0.0,0.0,-25.51,-0.0,3.54,0.0,-0.02,-0.0,-4.91,0.02719665271966525,-5.36,0.02879078694817665,0.12,0.0,14.35,0.023537803138373756,0.0,0.0,0.15,0.0,12.89,0.0,3.96,0.0,0.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,0.02676659528907923,0.0,0.0,8.4,0.02689486552567245,10.98,0.02616822429906553,0.0,0.0,0.13,0.08333333333333341,0.61,0.0,4.11,0.0,3.33,0.0,15.46,0.0,151.92,0.0,21.2,0.0,0.0,0.0,0.0,0.0,15.46,0.0,0.53,0.0,87.17,0.026858287195193793,0,-12.66,-0.0,3.61,-0.01634877384196187,1.6,0.0,2.77,0.0,0.0,0.0,0.71,0.0,1.18,0.0,0.016130646275355952
AVGR,-0.23101537500975583,-2.066326531,0.3367346938841524,94602000,-0.2450984303805549,5.0,0.0,0.08646737734,-0.05082658478649168,2.47,0.0,0.906780303,-0.5762112241181109,20933,0.007168976135488838,129.49,-0.3559954244790371,-3,-0.0,-1,-0.0,0.0,0.0,10,12,5,-0.2857142857142857,84.0,0.0,-12.72,0.03498779495524829,-3.18,-0.0,0.15,0.0,0.26,0.0,0.0,0.0,0.0,0.0,-0.8,-0.0,-0.61,-0.0,-0.58,-0.0,-0.8,-0.0,0.0,0.0,2,0.0,99.65,0.0,-0.55,-0.0,0.53,0.0,7.1,0.0,0.02,0.0,0.09,0.0,0.06,0.0,-0.23,-0.0,3.0,0.0,0,1,0.0,0,0.27,0.0,0.22,0.0,0,0,0.15,0.0,0.2,0.0,0,89.15,0.0,87.93,0.0,-87.04,-0.0,0.0,-20.17,0.0890928725701945,217.69,0.0,0.0,3.74,0.0,205.06,0.0,34.55,0.0,47.18,0.0,0.51,0.0,-1.08,-0.0,1.3,0.0,1.56,0.0,0.0,0.0,-53.76,-0.0,10.56,0.0,0.39,0.0,-6.47,-0.11369863013698632,-6.83,-0.112987012987013,12.79,-0.1136521136521137,0.0,0.0,0.0,0.0,0.0,0.0,11.19,0.0,0.44,0.0,1.44,0.0,0.38,0.0,8.31,-0.06629213483146065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31,-0.06629213483146065,4.67,-0.06600000000000002,3.22,0.0,-52.81,-0.0,-52.81,-0.0,-109.09,-0.0,-260.74,-0.0,-75.05,-0.0,-162.59,-0.0,-56.85,-0.0,-109.09,-0.0,-719.38,-0.0,0.0,0.0,0,0.0,0.0,10.68,-0.004659832246039209,-115.81,-0.0,35.91,0.0,0.0,0.0,-169.47,-0.0,-154.9,-0.0,0.016130646275355952
AMED,0.020209096788100886,0.4562105158,-0.0023128379030246814,9299000000,0.0,18.02775638,0.0,0.08860507437000001,-0.31483500093897016,4.71,0.0,2.175858586,0.0,139,0.0,-4.1,-0.07239819004524893,2,0.0,-1,-0.0,1.0,0.0,15,39,11,0.0,53.2,0.0,9.5,0.011714589989350311,-2.71,-0.0,24.66,0.0,2.49,0.0,0.0,0.0,-0.63,-0.0,5.52,0.0,6.67,0.0,8.71,0.0,5.52,0.0,0.0,0.0,7,0.0,85.81,0.0,8.52,0.0,9.2,0.0,68.91,0.0,-20.61,-0.0,-12.07,-0.0,-14.77,-0.0,7.3,0.0,5.0,0.0,0,6,-0.14285714285714285,0,62.28,0.0,0.65,0.0,0,0,-6.02,-0.0,9.36,0.0,0,44.62,0.0,63.86,0.0,9.52,0.0,0.0,0.59,0.0,29.76,0.0,0.0,0.79,0.0,0.0,0.0,12.15,0.0,41.91,0.0,0.2,0.0,0.92,0.0,0.38,0.0,0.14,0.0,1.94,-0.02512562814070354,2.25,0.0,2.66,0.0,0.52,0.0,43.07,0.015083667216592047,32.97,0.015086206896551787,4.61,0.015418502202643234,44.9,0.012858109632303187,21.66,0.0,0.6,0.0,61.57,0.0,0.0,0.0,0.0,0.0,0.17,0.0,11.51,0.022202486678507993,51.44,0.022257551669316325,51.44,0.022257551669316325,0.97,0.02105263157894739,33.32,0.0223995090518563,0.0,0.0,32.7,0.022194435761175507,38.9,0.02233902759526942,0.0,0.0,4.56,0.02242152466367705,0.79,0.0,31.48,0.0,11.39,0.0,14.73,0.0,218.75,0.0,22.64,0.0,23.07,0.0,1.94,0.0,14.73,0.0,-1.64,-0.0,0.0,0.0,0,11.6,0.0,5.45,-0.01088929219600719,11.54,0.0,44.3,0.0,0.0,0.0,8.2,0.0,12.04,0.0,0.016130646275355952
BKH,0.03148578061520606,0.8475279864,-0.050495049455589636,4431000000,0.024745605920444034,8.485281374,0.0,0.09386278139000001,0.034338930783918614,2.26,0.0,4.919416987,0.2113557380564119,77,0.013157894736842105,15.12,0.28135593220338967,3,3.0,-1,-0.0,1.0,0.0,1,1,0,0.0,1.1,0.0,0.99,0.0,0.0,0.0,40.79,0.0,0.1,0.0,2.17,0.0,2.64,0.0,3.65,0.0,6.75,0.0,10.34,0.0,3.65,0.0,0.0,0.0,3,0.0,75.11,0.0,-3.6,-0.0,1.68,0.0,75.01,0.0,-87.92,-0.0,-80.17,-0.0,-85.23,-0.0,-0.88,-0.0,6.0,0.0,0,7,0.16666666666666666,0,27.2,0.0,0.82,0.0,0,0,19.91,0.0,60.05,0.0,0,3.39,0.0,8.85,0.0,-0.14,-0.0,0.0,-2.24,-0.013215859030836918,9.59,0.0,0.0,0.71,0.0,38.21,0.0,52.56,0.0,23.94,0.0,0.47,0.0,5.24,0.0,1.47,0.0,1.94,0.0,5.18,-0.013333333333333388,5.45,0.0,3.99,0.0,0.32,0.0,19.71,0.006639427987742726,12.85,0.006264682850430703,4.89,0.008247422680412378,18.11,0.012297372833985402,-2.66,-0.0,0.16,0.0,9.82,0.0,2.39,0.0,0.25,0.0,0.44,0.0,1.73,0.01764705882352943,19.29,0.013130252100840336,19.29,0.013130252100840336,17.54,0.01328711727325248,0.0,0.0,0.0,0.0,8.1,0.012499999999999956,0.0,0.0,3.54,0.014326647564469863,2.59,0.011718749999999924,0.54,0.0,4.64,0.0,3.88,0.0,5.89,0.0,8.41,0.0,6.79,0.0,12.15,0.0,8.05,0.0,5.89,0.0,-2.14,-0.0,26.67,0.012913026965438794,0,5.53,0.0,3.86,-0.010256410256410265,-22.41,-0.0,40.15,0.0,0.0,0.0,15.87,0.0,25.9,0.0,0.016130646275355952
NUS,0.04162679425837315,0.9553905606,-0.042413162661910614,2613000000,0.0,7.348469228,0.0,0.08159776801,-0.21747778858072622,1.12,0.0,2.9021406780000003,-0.05941820684484766,179,0.0056179775280898875,0.68,-1.1679012345679012,-4,-0.0,0,0.0,1.5,0.0,11,11,3,-0.4,3.8,0.0,4.83,0.00835073068893529,-2.74,-0.0,17.57,0.0,8.33,0.0,1.5,0.0,3.37,0.0,3.65,0.0,4.9,0.0,6.3,0.0,3.65,0.0,0.0,0.0,6,0.0,74.62,0.0,5.99,0.0,6.66,0.0,82.62,0.0,-12.55,-0.0,-3.14,-0.0,-8.53,-0.0,4.76,0.0,7.0,0.0,0,8,0.0,0,48.95,0.0,0.53,0.0,0,0,11.82,0.0,9.83,0.0,0,56.28,0.0,94.44,0.0,36.86,0.0,0.0,5.3,-0.027522935779816578,116.04,0.0,0.0,1.66,0.0,136.98,0.0,28.46,0.0,7.52,0.0,0.26,0.0,1.17,0.0,0.56,0.0,0.17,0.0,6.71,-0.026124818577648725,9.02,0.0,0.0,0.0,0.46,0.0,10.88,0.02544769085768156,8.45,0.02548543689320377,1.09,0.028301886792452855,0.0,0.0,11.39,0.0,0.1,0.0,117.32,0.0,0.67,0.0,0.39,0.0,0.22,0.0,3.09,0.02657807308970102,14.89,0.026188835286009703,14.89,0.026188835286009703,3.92,0.026178010471204213,9.07,0.026018099547511362,0.0,0.0,7.55,0.02581521739130428,11.42,0.02605570530098824,4.6,0.026785714285714107,1.11,0.0277777777777778,1.08,0.0,18.31,0.0,15.57,0.0,25.43,0.0,55.15,0.0,25.67,0.0,34.14,0.0,10.98,0.0,25.43,0.0,8.45,0.0,16.13,0.026081424936386665,0,-5.54,-0.0,8.21,-0.0036407766990290487,10.65,0.0,73.97,0.0,0.0,0.0,9.82,0.0,11.85,0.0,0.016130646275355952
SMLP,0.01736912425604284,1.699862526,0.09500545990686605,135277000,-0.0748013186151805,-2.236067977,-0.0,0.06606185668,-0.26370671230732284,0.12,-0.2,0.032445832949999996,-0.9448470942426238,1741,0.006940427993059572,68.05,0.03028009084027252,-3,-3.0,1,0.0,1.0,0.0,1,102,0,0.0,0.0,0.0,0.55,0.0,-3.21,-0.0,151.04,0.0,2.54,0.0,1.87,0.0,-3.45,-0.0,63.93,0.0,62.54,0.0,91.12,0.0,63.93,0.0,0.0,0.0,3,0.0,82.36,0.0,34.25,0.0,13.34,0.0,10.34,0.0,-255.54,-0.0,-244.65,-0.0,-247.94,-0.0,33.91,0.0,6.0,0.0,0,6,0.0,0,90.73,0.0,0.88,0.0,0,0,118.38,0.0,220.51,0.0,0,98.9,0.0,152.3,0.0,-48.33,-0.0,0.0,-37.11,-0.008549292011755284,35.74,0.0,0.0,1.2,0.0,0.0,0.0,29.77,0.0,65.51,0.0,0.54,0.0,2.37,0.0,1.46,0.0,3.49,0.0,297.62,0.030718614718614735,18.08,0.0,3.89,0.0,0.37,0.0,5.75,-0.0034662045060657844,3.92,-0.0025445292620865727,3.82,-0.0026109660574413136,0.0,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.14,-0.06666666666666654,0.34,-0.02857142857142844,0.34,-0.02857142857142844,0.0,0.0,0.63,-0.030769230769230795,0.0,0.0,0.49,-0.03921568627450984,0.63,-0.030769230769230795,0.18,-0.05263157894736847,0.24,0.0,1.2,0.0,17.65,0.0,16.24,0.0,-0.33,-0.0,24.65,0.0,18.92,0.0,68.54,0.0,856.75,0.0,-0.33,-0.0,1.97,0.0,0.0,0.0,0,5.36,0.0,6.73,-0.007374631268436552,45.6,0.0,55.36,0.0,0.0,0.0,106.8,0.0,-2.19,-0.0,0.016130646275355952
ECL,0.014010749230557267,0.5683734618999999,-0.01598338441183296,63026000000,0.009999679497452004,4.582575695,0.0,0.07608401031,-0.2967814270531871,5.27,0.0,2.312881043,0.0,113,0.0,3.34,3.073170731707317,3,0.0,-1,-0.0,1.0,0.0,18,60,15,0.0,-0.8,-0.0,4.96,0.016393442622950834,-3.34,-0.0,21.58,0.0,4.41,0.0,1.89,0.0,3.26,0.0,-4.2,-0.0,5.13,0.0,7.93,0.0,3.31,0.0,0.0,0.0,5,0.0,87.3,0.0,4.73,0.0,1.13,0.0,71.51,0.0,-37.45,-0.0,-23.95,-0.0,-29.23,-0.0,-4.39,-0.0,4.0,0.0,0,6,0.0,0,42.53,0.0,0.67,0.0,0,0,-9.86,-0.0,24.9,0.0,0,-12.08,-0.0,-29.25,-0.0,-4.3,-0.0,0.0,0.23,0.0,76.18,0.0,0.0,1.75,0.0,65.94,0.0,58.15,0.0,68.39,0.0,0.39,0.0,2.79,0.0,1.15,0.0,0.58,0.0,0.0,0.0,2.2,0.0,2.84,0.0,0.34,0.0,47.04,0.023053501522401095,30.42,0.023208879919273503,5.66,0.021660649819494605,43.16,0.029089175011921767,2.16,0.0,0.33,0.0,28.38,0.0,1.38,0.0,0.42,0.0,0.39,0.0,10.38,0.023668639053254458,0.0,0.0,67.59,0.023470623864324608,0.0,0.0,47.35,0.023562472978815467,0.0,0.0,34.92,0.023746701846965767,0.0,0.0,0.0,0.0,5.27,0.0252918287937743,1.31,0.0,13.16,0.0,6.63,0.0,9.95,0.0,37.89,0.0,11.38,0.0,19.72,0.0,1.97,0.0,9.95,0.0,0.94,0.0,68.71,0.023994038748137103,0,-14.62,-0.0,7.41,-0.006702412868632684,17.07,0.0,41.92,0.0,0.0,0.0,9.8,0.0,15.51,0.0,0.016130646275355952
KELYB,-0.09181032722304112,0.7411522634000001,0.11551407640119292,1078000000,0.16412926802402555,6.0,0.0,0.1006843259,-0.12410653178936853,0.18,0.0,3.085841375,0.1271822923013654,172,0.0,20.24,-0.3831149039926853,2,-0.3333333333333333,-1,-0.0,1.0,0.0,3,55,10,0.0,0.0,0.0,2.96,-0.01986754966887419,-2.75,-0.0,30.61,0.0,5.67,0.0,0.08,0.0,1.42,0.0,-1.86,-0.0,-2.66,-0.0,-1.5,-0.0,-1.86,-0.0,0.0,0.0,7,0.0,0.4,0.0,4.33,0.0,13.49,0.0,0.01,0.0,-28.9,-0.0,4.85,0.0,-4.76,-0.0,1.42,-0.06578947368421058,5.0,0.0,0,5,0.0,0,114.86,0.0,0.45,0.0,0,0,29.11,0.0,2.22,0.0,0,16.8,0.0,37.21,0.0,-6.97,-0.0,0.0,0.0,0.0,42.72,0.0,0.0,1.67,0.0,0.0,0.0,44.63,0.0,87.35,0.0,0.03,0.0,0.42,0.0,0.07,0.0,0.02,0.0,0.0,0.0,-15.43,-0.0,3.65,0.0,0.47,0.0,-7.41,-0.14827586206896542,-13.15,-0.14831606217616575,0.17,-0.15,16.34,-0.17930688096433955,0.0,0.0,0.0,0.0,36.19,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.8,-0.14893617021276587,0.0,0.0,0.0,0.0,0.0,0.0,5.64,-0.14932126696832582,0.0,0.0,5.17,-0.14827018121911043,17.17,-0.08960763520678673,0.84,-0.14285714285714288,0.21,-0.16000000000000003,1.67,0.0,3.82,0.0,3.78,0.0,2.39,0.0,18.51,0.0,6.16,0.0,7.9,0.0,11.79,0.0,2.39,0.0,-0.51,-0.0,17.17,-0.14957899950470527,0,-10.45,-0.0,13.17,-0.011261261261261288,-2.71,-0.0,18.05,0.0,0.0,0.0,1.88,0.0,0.77,0.0,0.016130646275355952
PENN,-0.13731754066938615,-0.132112945,0.14753176691642403,13552000000,-0.1350523359714067,11.22497216,0.0,0.07664095885,-0.277082140334919,3.23,0.0,2.487638889,0.1088841987868033,5477,0.017840550083627577,3.5,-0.813034188034188,-3,-3.0,-1,-0.0,1.0,0.0,14,19,14,0.0,-31.8,-0.0,0.95,-0.06862745098039222,-3.17,-0.0,16.91,0.0,11.91,0.0,0.0,0.0,-0.86,-0.0,-5.95,-0.0,-3.34,-0.0,-0.64,-0.0,-5.95,-0.0,0.0,0.0,3,0.0,91.09,0.0,0.91,0.0,1.77,0.0,81.93,0.0,-65.24,-0.0,-63.9,-0.0,-65.27,-0.0,-4.65,-0.0,5.0,0.0,0,6,0.0,0,25.94,0.0,0.81,0.0,0,0,-0.24,-0.0,71.66,0.0,0,46.1,0.0,108.75,0.0,-41.74,-0.0,0.0,0.0,0.0,-1.57,-0.0,0.0,2.42,0.0,0.0,0.0,8.78,0.0,7.21,0.0,0.76,0.0,11.27,0.0,4.2,0.0,2.72,0.0,0.0,0.0,-1.27,-0.0,4.86,0.0,0.18,0.0,-82.05,-0.05045712301816919,310.74,-0.05045072574484336,6.65,-0.04999999999999995,37.65,-0.07901174168297465,0.0,0.0,0.08,0.0,14.12,0.0,0.0,0.0,0.0,0.0,0.74,0.0,5.47,-0.0806722689075631,0.0,0.0,0.0,0.0,0.0,0.0,101.44,-0.08032638259292837,0.0,0.0,47.1,-0.08043732916829359,0.0,0.0,0.0,0.0,3.57,-0.07989690721649487,2.42,0.0,0.37,0.0,0.3,0.0,2.51,0.0,6.65,0.0,4.51,0.0,1.68,0.0,0.33,0.0,2.51,0.0,-34.27,-0.0,0.0,0.0,0,-5.28,-0.0,11.72,-0.028997514498757218,7.18,0.0,50.65,0.0,0.0,0.0,1.08,0.0,12.35,0.0,0.016130646275355952
F,-0.060569306930693054,1.8378369890000001,0.10683200364379751,45643000000,-0.06148088746324512,13.07669683,0.0,0.1029789591,0.08952180703848178,0.27,0.0,2.219401331,-0.5486954546864966,50991,0.007448532026711977,30.66,-0.2095901005413766,-3,-3.0,-1,-0.0,1.0,0.0,4,16,9,0.0,-16.7,-0.0,0.78,-0.012658227848101276,-3.05,-0.0,7.49,0.0,12.2,0.0,0.15,0.0,1.69,0.0,-0.32,-0.0,0.13,0.0,2.0,0.0,-0.32,-0.0,0.0,0.0,3,0.0,89.33,0.0,4.63,0.0,0.76,0.0,48.95,0.0,-45.56,-0.0,-29.25,-0.0,-34.65,-0.0,4.46,0.0,4.0,0.0,0,5,0.0,0,31.91,0.0,0.55,0.0,0,0,7.49,0.0,39.79,0.0,0,-1346.43,-0.0,-66.67,-0.0,-9.05,-0.0,0.0,0.0,0.0,48.6,0.0,0.0,1.2,0.0,29.51,0.0,60.24,0.0,79.33,0.0,0.61,0.0,-25.3,-0.0,5.31,0.0,1.13,0.0,0.0,0.0,0.37,0.0,1.18,0.0,0.12,0.0,287.72,-0.012594804214283124,19.96,-0.012858555885262019,1.26,-0.007874015748031503,10.43,-0.06373429084380618,34.59,0.0,0.0,0.0,4.37,0.0,3.09,0.0,0.3,0.0,0.42,0.0,1.57,-0.036809815950920144,0.0,0.0,0.0,0.0,0.0,0.0,2.53,-0.04166666666666679,0.0,0.0,1.93,-0.044554455445544594,2.63,-0.040145985401459965,1.57,-0.036809815950920144,0.37,-0.026315789473684233,1.09,0.0,-4.23,-0.0,-4.23,-0.0,-2.72,-0.0,-28.25,-0.0,-10.48,-0.0,-34.95,-0.0,-29.87,-0.0,-2.72,-0.0,-3.31,-0.0,6.94,-0.04143646408839777,0,-2.59,-0.0,2.57,-0.030188679245283047,8.37,0.0,8.0,0.0,0.0,0.0,-7.75,-0.0,-6.79,-0.0,0.016130646275355952
SONM,-0.04984777570772951,-6.671101939,0.06687500001629218,41939000,-0.06325523218154609,5.196152423,0.0,0.05789463382,-0.32690557798955444,0.52,0.0,1.542603845,3.108046479503353,345,0.008771929824561403,-13.44,0.4313099041533545,-6,1.0,-1,-0.0,0.0,0.0,12,53,4,-0.5,0.0,0.0,-4.34,0.009302325581395357,-4.72,-0.0,0.43,0.0,0.33,0.0,0.0,0.0,0.0,0.0,-0.85,-0.0,-0.87,-0.0,-0.79,-0.0,-0.85,-0.0,0.0,0.0,5,0.0,68.03,0.0,-0.06,-0.0,4.01,0.0,5.45,0.0,0.0,0.0,0.36,0.0,0.14,0.0,0.0,0.0,3.0,0.0,0,1,0.0,0,1.74,0.0,0.11,0.0,0,0,0.43,0.0,0.01,0.0,0,67.18,0.0,88.1,0.0,-71.95,-0.0,0.0,-57.37,0.03499909796139271,47.95,0.0,0.0,2.23,0.0,91.1,0.0,73.14,0.0,29.99,0.0,0.01,0.0,-0.01,-0.0,0.01,0.0,0.01,0.0,0.0,0.0,-113.64,-0.0,-46.25,-0.0,0.57,0.0,-0.74,-0.06329113924050639,-0.81,-0.06896551724137924,0.34,-0.081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,26.47,0.0,1.0,0.0,0.76,0.0,0.0,0.0,1.54,-0.03144654088050317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,-0.03144654088050317,0.38,-0.025641025641025664,1.67,0.0,-45.49,-0.0,-45.49,-0.0,-291.53,-0.0,-1298.24,-0.0,-90.01,-0.0,-81.7,-0.0,-48.34,-0.0,-291.53,-0.0,-224.46,-0.0,0.0,0.0,0,-38.48,-0.0,8.34,-0.0035842293906809277,-60.99,-0.0,23.55,0.0,0.0,0.0,-40.47,-0.0,-44.21,-0.0,0.016130646275355952
